cycle,t,drain_s,failures,ferry_cri_up,ferry_cri_fds,ferry_cri_rss_mib,ferry_cri_threads,ferry_streamer_up,ferry_streamer_fds,ferry_streamer_rss_mib,ferry_streamer_threads,ferry_proxyd_up,ferry_proxyd_fds,ferry_proxyd_rss_mib,ferry_proxyd_threads,ferry_proxy_up,ferry_proxy_fds,ferry_proxy_rss_mib,ferry_proxy_threads,ferry_netpol_up,ferry_netpol_fds,ferry_netpol_rss_mib,ferry_netpol_threads,ferry_storage_up,ferry_storage_fds,ferry_storage_rss_mib,ferry_storage_threads,kubelet_up,kubelet_fds,kubelet_rss_mib,kubelet_threads,etcd_up,etcd_fds,etcd_rss_mib,etcd_threads,kube_apiserver_up,kube_apiserver_fds,kube_apiserver_rss_mib,kube_apiserver_threads,kube_controller_manager_up,kube_controller_manager_fds,kube_controller_manager_rss_mib,kube_controller_manager_threads,kube_scheduler_up,kube_scheduler_fds,kube_scheduler_rss_mib,kube_scheduler_threads,vms,run_files,run_sockets,run_dirs,run_mib,run_logs_mib,state_mib,etcd_db_mib,if_bridge,if_vmenet,if_total,tcp_listen,tcp_established,tcp_close_wait,udp,unix_socks,api_up,k8s_pods,k8s_pods_all,k8s_endpoints,k8s_events,host_used_mib
166,1790312068.28,3.4,0,1,73,561,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,28,1,35,135,25,1,16,70,22,1,302,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24477,66037
167,1790312103.87,3.3,0,1,73,564,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,28,1,35,135,25,1,16,70,22,1,294,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24657,66477
168,1790312138.80,3.3,0,1,73,566,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,28,1,35,135,25,1,16,70,22,1,403,2,281,1014,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24541,66193
169,1790312173.57,3.4,0,1,73,568,48,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,28,1,35,135,25,1,16,70,22,1,309,2,159,712,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24458,66060
170,1790312208.05,3.5,0,1,73,570,46,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,135,25,1,16,70,22,1,255,2,119,613,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24755,66139
171,1790312243.13,3.5,0,1,73,572,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,135,25,1,16,70,22,1,369,2,237,905,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24535,65929
172,1790312278.39,3.4,0,1,73,573,46,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,135,25,1,16,70,22,1,302,2,155,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24835,65957
173,1790312318.37,3.4,0,1,73,575,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,135,25,1,16,70,22,1,429,2,275,1014,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24755,65940
174,1790312374.34,3.4,0,1,73,576,48,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,135,25,1,16,70,22,1,302,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24706,65852
175,1790312409.26,3.4,0,1,73,578,47,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,83,252,23,1,117,467,29,1,35,135,25,1,16,70,22,1,277,2,157,707,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24899,66102
176,1790312500.15,3.4,0,1,73,578,46,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,83,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,273,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24468,65811
177,1790312535.04,3.4,0,1,73,581,47,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,83,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,278,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24708,66129
178,1790312569.75,3.4,0,1,73,583,46,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,253,2,121,618,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24590,66022
179,1790312605.72,3.4,0,1,73,585,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,389,2,241,915,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24769,65928
180,1790312641.89,3.5,0,1,73,587,47,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,322,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24590,66209
181,1790312733.80,3.4,0,1,73,589,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,270,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24410,66038
182,1790312768.41,3.4,0,1,73,590,44,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,276,2,161,717,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24405,66334
183,1790312803.20,3.4,0,1,73,592,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,176,2,41,420,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24585,66509
184,1790312838.05,3.4,0,1,73,593,46,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,296,2,159,712,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24518,66169
185,1790312872.69,3.3,0,1,73,594,46,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,248,2,119,613,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24446,66749
186,1790312913.63,3.4,0,1,73,596,44,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,383,2,239,910,80,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24746,66013
187,1790312982.69,3.4,0,1,73,597,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,300,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24716,66105
188,1790313017.35,3.4,0,1,73,599,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,282,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24535,66161
189,1790313054.96,3.3,0,1,73,600,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,264,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24430,66578
190,1790313090.73,3.4,0,1,73,603,49,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,395,2,241,931,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24620,66154
191,1790313159.49,3.2,0,1,73,604,49,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,303,2,159,728,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24502,65950
192,1790313230.24,3.4,0,1,73,606,46,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,467,29,1,35,136,25,1,16,70,22,1,160,2,55,471,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24563,66224
193,1790313265.23,3.4,0,1,73,606,45,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,282,2,175,767,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24502,66009
194,1790313299.96,3.4,0,1,73,608,47,1,11,45,16,1,12,37,18,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,242,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24225,66224
195,1790313335.84,3.4,0,1,73,610,45,1,11,45,16,1,12,37,19,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,382,2,241,931,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24525,66253
196,1790313370.74,3.4,0,1,73,611,45,1,11,45,16,1,12,37,19,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,309,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24225,66180
197,1790313480.75,3.5,0,1,73,613,45,1,11,45,16,1,12,37,19,1,11,39,19,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,220,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24304,66205
198,1790313515.24,3.3,0,1,73,614,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,126,41,1,83,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,362,2,237,921,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24134,66088
199,1790313551.11,3.5,0,1,73,615,48,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,126,41,1,83,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,325,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,23921,66082
200,1790313585.79,3.4,0,1,73,617,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,126,41,1,83,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,441,2,281,1030,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24221,66061
201,1790313620.26,3.4,0,1,73,619,49,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,313,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24144,66194
202,1790313663.06,3.4,0,1,73,620,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,264,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24444,66607
203,1790313697.78,3.4,0,1,73,622,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,126,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,383,2,241,931,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24322,66229
204,1790313748.35,3.4,0,1,73,624,49,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,307,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24284,66132
205,1790313798.01,3.4,0,1,73,625,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,278,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24164,65957
206,1790313838.14,3.4,0,1,73,627,49,1,11,45,16,1,12,37,19,1,11,39,20,1,14,38,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,274,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24433,66330
207,1790313872.98,3.4,0,1,73,629,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,383,2,241,931,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24552,66034
208,1790313929.45,3.3,0,1,73,631,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,302,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24262,66216
209,1790313965.25,3.5,0,1,73,632,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,273,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24462,66662
210,1790314011.44,3.4,0,1,73,635,48,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,183,2,41,436,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24462,66193
211,1790314046.19,3.4,0,1,73,637,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,22,1,310,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24429,66802
212,1790314112.64,3.4,0,1,73,640,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,270,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24225,66051
213,1790314147.08,3.4,0,1,73,641,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,261,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24525,66051
214,1790314182.76,3.3,0,1,73,643,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,382,2,241,931,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24445,66035
215,1790314228.16,3.5,0,1,73,645,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,300,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24745,66126
216,1790314263.17,3.4,0,1,73,647,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,258,2,121,634,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24595,66812
217,1790314310.93,3.3,0,1,73,647,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,373,2,241,931,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24531,66179
218,1790314358.53,3.4,0,1,73,650,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,304,2,161,733,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24471,66400
219,1790314439.73,3.4,0,1,73,652,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,468,29,1,35,136,25,1,16,70,23,1,161,2,61,485,96,499,128,6,12,39,4,7,0,1,42,1,0,1,0,24571,66925
220,1790314473.90,3.5,0,1,76,653,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,83,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,287,2,181,782,96,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24301,66440
221,1790314511.62,3.5,0,1,76,655,48,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,83,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,257,2,121,634,96,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24481,66296
222,1790314546.18,3.5,0,1,76,657,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,83,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,379,2,241,931,96,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24374,67189
223,1790314581.22,3.4,0,1,76,659,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,83,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,312,2,161,733,96,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24594,66405
224,1790314639.15,3.4,0,1,76,661,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,83,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,273,2,161,749,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24587,66151
225,1790314684.75,3.5,0,1,76,662,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,236,2,103,606,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24308,66588
226,1790314723.14,3.5,0,1,76,664,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,373,2,223,903,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24528,66924
227,1790314757.86,3.4,0,1,76,666,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,300,2,161,749,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24658,66534
228,1790314792.68,3.4,0,1,76,668,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,420,2,281,1046,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24958,67192
229,1790314853.88,3.5,0,1,76,669,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,301,2,161,749,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24789,66783
230,1790314888.80,3.3,0,1,76,672,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,289,2,161,749,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24549,66633
231,1790314923.69,3.4,0,1,76,674,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,194,2,51,477,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24845,67451
232,1790314959.61,3.2,0,1,76,676,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,318,2,171,774,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,25064,66220
233,1790314994.76,3.5,0,1,76,678,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,266,2,119,645,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24841,67035
234,1790315071.91,3.4,0,1,76,679,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,272,2,161,749,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24541,66389
235,1790315106.38,3.4,0,1,76,681,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,222,2,81,551,112,499,128,6,12,39,4,7,0,1,45,1,0,1,0,24840,66664
236,1790315143.18,3.4,0,1,79,682,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,339,2,201,848,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24541,66154
237,1790315177.76,3.4,0,1,79,684,46,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,283,2,151,724,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24841,66230
238,1790315235.36,3.4,0,1,79,685,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,252,2,119,645,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24758,66691
239,1790315270.02,3.5,0,1,79,687,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,375,2,239,942,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24756,66271
240,1790315320.96,3.4,0,1,79,689,45,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,305,2,161,749,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24602,67013
241,1790315356.96,3.5,0,1,79,690,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,275,2,121,650,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24782,66482
242,1790315396.01,3.5,0,1,79,692,47,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,82,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,395,2,241,947,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24610,66442
243,1790315430.95,3.4,0,1,79,694,44,1,11,45,16,1,12,37,19,1,11,39,20,1,14,39,19,1,10,30,12,1,35,127,41,1,83,252,23,1,117,469,29,1,35,136,25,1,16,70,23,1,313,2,161,749,112,499,128,6,12,39,4,7,0,1,48,1,0,1,0,24830,66189
